Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
1,Bermuda,145.07,92.86,120.13,141.77,157.7,83.43,2021
2,Switzerland,131.75,55.05,95.1,133.36,126.08,110.96,2021
3,Norway,106.09,36.18,72.68,100.59,105.9,79.43,2021
4,Iceland,96.77,43.17,71.16,88.84,102.24,71.88,2021
5,Denmark,91.67,36.18,65.16,72.62,104.92,94.73,2021
6,Luxembourg,88.28,61.62,75.54,80.71,94.66,95.38,2021
7,Japan,87.77,28.03,59.23,90.47,49.74,76.53,2021
8,Israel,86.63,31.9,60.48,73.68,91.1,70.36,2021
9,Bahamas,85.85,34.54,61.33,69.35,89.29,49.31,2021
10,Singapore,85.59,64.77,75.64,75.31,62.07,83.62,2021
11,Australia,84.14,38.38,62.28,81.14,76.28,99.29,2021
12,Ireland,83.11,45.42,65.1,67.8,82.34,73.84,2021
13,Barbados,81.49,21.09,52.63,71.51,72.85,45.34,2021
14,South Korea,81.2,22.91,53.35,99.84,43.98,76.6,2021
15,France,80.62,27.79,55.38,77.46,75.48,74.06,2021
16,Hong Kong,79.94,74.24,77.22,81.73,58.6,62.45,2021
17,Sweden,79.17,28.08,54.76,71.67,77.23,90.55,2021
18,New Zealand,79.14,35.38,58.23,75.03,69.18,81.44,2021
19,Seychelles,78.92,34.32,57.61,78.56,84.24,18.03,2021
20,Netherlands,78.64,39.31,59.85,61.63,81.62,83.89,2021
21,Belgium,78.52,26.84,53.83,67.33,82.4,76.54,2021
22,Finland,77.46,28.04,53.85,65.6,81.22,89.05,2021
23,Lebanon,75.88,24.08,51.13,72.51,62.89,29.49,2021
24,Austria,75.49,28.42,53,67.62,70.98,78.23,2021
25,Malta,73.61,32.96,54.19,63.41,77.04,41.89,2021
26,Italy,73.11,22.91,49.13,62.46,75.6,58.7,2021
27,United States,71.92,41.14,57.21,70.24,69.42,102.58,2021
28,United Kingdom,71.03,31.61,52.19,56.38,74.69,82.56,2021
29,Germany,70.62,29.64,51.04,54.69,65,93.72,2021
30,Canada,70.08,32.48,52.12,68.5,63.96,82.76,2021
31,Macao,69.6,44.39,57.56,66.28,48.93,67.6,2021
32,Puerto Rico,69.51,19.42,45.58,72.13,58.12,69.22,2021
33,Taiwan,65.25,17.92,42.64,79.11,28.8,56.08,2021
34,Qatar,64.23,46.59,55.8,56.72,62.58,93.12,2021
35,Cyprus,64.05,22.7,44.29,51.68,66.31,52.34,2021
36,United Arab Emirates,61.67,40.62,51.61,48.84,61.25,85.74,2021
37,Greece,60.96,13.05,38.07,47.66,55.71,38.95,2021
38,Slovenia,59.38,18.88,40.03,51.46,47.86,56.14,2021
39,Spain,59.09,23.59,42.13,48.74,56.99,62.68,2021
40,Bahrain,57.7,29.53,44.24,46.96,52.27,53.24,2021
41,Estonia,56.45,16.27,37.25,43.35,56.27,61.22,2021
42,Croatia,56.36,14.94,36.57,49.1,46.13,43.13,2021
43,Palestine,55.88,9.98,33.95,50.24,36.21,39.1,2021
44,Cuba,55.54,14.89,36.12,46.93,32.85,1.42,2021
45,Trinidad And Tobago,55.48,16.44,36.83,53.09,52.21,39,2021
46,Ivory Coast,54.61,20.26,38.2,47.15,34.5,6.32,2021
47,Ethiopia,54.3,15.59,35.8,37.47,18.17,10.1,2021
48,Panama,54.07,22.58,39.02,54.77,45.48,32.05,2021
49,Jamaica,53.16,15.93,35.37,55.94,33.12,32.21,2021
50,Portugal,52.88,22.31,38.27,42.01,43.24,44.96,2021
51,Latvia,52.87,13.17,33.9,41.36,44.92,45.94,2021
52,Mauritius,52.57,12.32,33.34,54.15,37.56,27.38,2021
53,Belize,52.45,11.56,32.91,47.82,36.1,45.71,2021
54,Jordan,52.17,9.69,31.87,42.76,42.08,33.13,2021
55,Suriname,51.86,10.42,32.06,50.39,62.59,16.47,2021
56,Zimbabwe,51.52,9.44,31.41,45.56,39.29,22.1,2021
57,Yemen,51.46,6.21,29.84,61.17,23.62,14.75,2021
58,Uruguay,51.09,13.56,33.16,40.83,48.95,30.62,2021
59,Costa Rica,50.64,14.52,33.38,48.03,41.33,39.01,2021
60,Oman,50.18,17.32,34.48,46.9,41.88,84.45,2021
61,Saudi Arabia,49.95,11.64,31.64,41.74,31.98,88.18,2021
62,Kuwait,49.4,31.43,40.82,35.87,45.12,75.32,2021
63,Brunei,49.35,23.44,36.97,47.21,35.86,89.03,2021
64,Chile,49.33,14.66,32.76,41.82,45.96,33.33,2021
65,Thailand,49.32,16.33,33.56,50.64,24.19,31.36,2021
66,Czech Republic,49.18,19.81,35.15,42.76,34.68,56.4,2021
67,Slovakia,49.08,17.43,33.96,42.96,37.47,50.39,2021
68,Fiji,48.54,17.77,33.84,53.43,38.55,30.04,2021
69,Cambodia,47.91,14.56,31.98,48.64,23.1,11.4,2021
70,Lithuania,47.66,14.63,31.88,37.28,45.96,54.6,2021
71,Guatemala,44.76,15.24,30.66,41.68,32.45,25.64,2021
72,El Salvador,44.57,13.33,29.64,42.69,33.33,20.72,2021
73,Nicaragua,42.77,7.99,26.15,41.07,29.47,16.69,2021
74,Hungary,42.75,12.75,28.42,35.46,34.24,49.81,2021
75,Cameroon,42.57,7.42,25.78,42.88,24.67,15.37,2021
76,China,42.54,16.42,30.06,45.49,28.4,57.47,2021
77,Honduras,42.2,10.63,27.12,35.13,28.73,31.06,2021
78,Poland,42.04,18.09,30.6,33.45,35.38,47.09,2021
79,South Africa,41.69,15.94,29.38,34.59,37.22,72.92,2021
80,Dominican Republic,41.54,9.81,26.38,36.12,35.28,21.72,2021
81,Montenegro,41.43,11.75,27.25,32.55,32.54,35.36,2021
82,Iran,41.34,17.88,30.13,36.26,25.85,19,2021
83,Namibia,41.02,14.29,28.25,35.67,35.58,53.28,2021
84,Bulgaria,40.92,9.88,26.09,35.24,31.88,40.26,2021
85,Philippines,40.65,10.41,26.2,38.91,22.16,19.71,2021
86,Ghana,40.63,18.44,30.02,41.21,31.53,15.19,2021
87,Botswana,40.41,10.74,26.23,34.64,41.52,61.95,2021
88,Albania,40.25,9.21,25.42,32.73,30.71,26.58,2021
89,Ecuador,40.08,12.03,26.68,36.42,28.55,30.54,2021
90,Malaysia,39.51,10.77,25.78,40.2,21.71,56.1,2021
91,Serbia,39.19,9.83,25.17,29.68,30.59,35.83,2021
92,Bosnia And Herzegovina,38.56,7.13,23.54,31.84,25.7,42.56,2021
93,Romania,38.5,10.76,25.25,33.45,32.38,45.19,2021
94,Myanmar,38.06,21.71,30.25,39.59,21.22,10.67,2021
95,Vietnam,38.05,14.16,26.63,38.32,19.03,27.26,2021
96,Argentina,37.87,8.49,23.83,29.2,33.39,34.56,2021
97,Indonesia,37.44,10.29,24.47,39.4,17.99,20.89,2021
98,Somalia,37.42,5.9,22.36,44.46,26.73,27.23,2021
99,Morocco,36.85,9.72,23.89,32.78,26.33,32.17,2021
100,Kenya,36.3,9.17,23.33,33.38,30.5,27.67,2021
101,Peru,36.26,12.25,24.79,33.83,23.56,28.81,2021
102,Bolivia,36.11,10.76,23.99,31.94,25.24,37.23,2021
103,Mozambique,35.89,15.12,25.97,29.07,29.28,16.4,2021
104,Mexico,35.05,11.62,23.86,33.64,28.92,35.54,2021
105,Tanzania,34.6,13.11,24.33,30.62,25.16,16.05,2021
106,North Macedonia,34.15,6.72,21.04,28.46,22.46,31.97,2021
107,Rwanda,34.07,14.92,24.92,28.51,28.54,21.97,2021
108,Bangladesh,33.31,4.9,19.74,31.49,20.39,24.07,2021
109,Mongolia,33.17,9.91,22.05,33.11,23.35,28.09,2021
110,Russia,33.17,9.77,21.99,27.81,30.65,34.61,2021
111,Iraq,32.72,9.76,21.75,27.48,25.64,39.75,2021
112,Moldova,32.68,8.65,21.2,26.07,26.59,26.99,2021
113,Uganda,32.18,7.29,20.29,28.93,22,13.97,2021
114,Brazil,31.82,8.12,20.5,25.41,22.55,28.66,2021
115,Armenia,31.68,10.36,21.5,24.56,27.25,26.13,2021
116,Turkey,31.48,6.1,19.35,28.11,19.91,35.35,2021
117,Sri Lanka,31.28,8.54,20.42,36.47,16.54,20.77,2021
118,Colombia,31,9.96,20.94,26.28,21.8,26.13,2021
119,Azerbaijan,30.9,9.02,20.45,26.23,28.66,25.77,2021
120,Paraguay,30.72,9.77,20.71,24.55,24.34,27.51,2021
121,Belarus,30.69,9.19,20.42,26.57,31.03,31.96,2021
122,Egypt,30.1,5.97,18.57,26.53,24.91,19.99,2021
123,Kazakhstan,29.76,9.31,19.99,25.61,25.8,34.92,2021
124,Nigeria,29.74,28.91,29.34,31.23,17.97,9.78,2021
125,Tunisia,29.5,5.77,18.16,28.48,15.75,27.81,2021
126,Kosovo (Disputed Territory),29.4,8.8,19.56,26.86,21.1,40.14,2021
127,Ukraine,29.21,8.74,19.43,24.34,23.72,30.1,2021
128,Syria,29.03,5.68,17.87,28.38,23.48,8.08,2021
129,Nepal,28.86,4.54,17.24,26.45,19.68,20.63,2021
130,Algeria,28.31,5.01,17.18,29.09,14.98,24.77,2021
131,Zambia,28.06,6.75,17.88,27.12,16.18,59.47,2021
132,Georgia,28.05,9.42,19.15,24.37,24.22,25.67,2021
133,Uzbekistan,27.12,8.06,18.01,23.91,21.43,21.96,2021
134,Afghanistan,26.33,3.85,15.59,19.3,16.98,26.58,2021
135,India,25.16,5.77,15.9,26.26,17.66,47.13,2021
136,Kyrgyzstan,22.98,7.43,15.55,20.57,19.19,22.01,2021
137,Libya,22.32,5.68,14.37,25.3,13.31,31.81,2021
138,Pakistan,21.59,4.37,13.36,19.06,17.24,27.28,2021
1,Switzerland,122.4,50.25,87.89,120.27,123.01,119.53,2020
2,Norway,101.43,36.15,70.21,91.14,109.28,88.38,2020
3,Iceland,100.48,46.95,74.88,86.89,113.74,79.44,2020
4,Japan,83.35,25.97,55.9,81.82,48.95,87.28,2020
5,Denmark,83,31.92,58.57,61.74,100.75,100.88,2020
6,Bahamas,82.51,36.36,60.43,62.65,83.66,54.18,2020
7,Luxembourg,81.89,54.92,68.99,69.1,89.85,103.92,2020
8,Israel,81.15,31.33,57.32,66.31,88.65,78.09,2020
9,Singapore,81.1,63.27,72.58,66.75,58.99,88.96,2020
10,South Korea,78.18,22.86,51.72,91.31,44.87,85.21,2020
11,Hong Kong,77.22,79.57,78.35,75.94,54.36,65.32,2020
12,Barbados,76.02,19.7,49.08,65.2,68.14,51.1,2020
13,Ireland,75.91,43.88,60.59,58.35,81.24,80.88,2020
14,France,74.14,25.39,50.82,67.9,72.54,80.36,2020
15,Netherlands,73.75,35.18,55.3,55.87,80.48,90.73,2020
16,Australia,73.54,34.86,55.04,67.23,70.32,107.31,2020
17,New Zealand,72.53,32.09,53.19,64.69,68.8,92.66,2020
18,Belgium,71.78,25.43,49.61,58.66,80.14,86.28,2020
19,Seychelles,71.59,32.34,52.81,64.61,84.86,21.67,2020
20,United States,71.05,40.32,56.36,66.61,70.74,109.52,2020
21,Austria,70.38,26.81,49.54,61.73,68.09,82.38,2020
22,Finland,70.29,26.16,49.18,56.52,76.81,99.93,2020
23,Sweden,69.85,25.9,48.83,60.47,72.35,101.73,2020
24,Canada,67.62,30.73,49.98,63.68,63.53,95.09,2020
25,Puerto Rico,67.54,19.29,44.46,65.76,58.68,79.38,2020
26,Malta,67.46,31.04,50.04,54.9,75.94,46.32,2020
27,United Kingdom,67.28,29.85,49.38,51.27,74.13,91.73,2020
28,Italy,67.26,21.22,45.24,55.44,72.32,65.59,2020
29,Germany,65.26,27.06,46.99,49.23,61.58,102.36,2020
30,Macao,64.84,43.98,54.87,62,43.37,80.9,2020
31,Qatar,64.04,47.44,56.1,53.61,66.83,111.69,2020
32,United Arab Emirates,61.98,41.07,51.98,47.63,61.32,91.58,2020
33,Taiwan,61.37,16.42,39.87,71.51,28.49,65.67,2020
34,Lebanon,60.5,24.54,43.3,43.92,58.16,44.47,2020
35,Bahrain,58.94,30.95,45.55,48.11,54.55,57.88,2020
36,Cyprus,57.93,20.54,40.05,44.21,63.11,57.41,2020
37,Jamaica,57.82,15.25,37.46,58.96,38.12,32.37,2020
38,Greece,55.67,11.68,34.62,41.63,53.74,43.68,2020
39,Zimbabwe,55.3,11.02,34.12,50.8,40.79,26.03,2020
40,Palestine,54.54,8.83,32.68,46.67,38.93,46.91,2020
41,Ethiopia,54.39,20.9,38.37,36.3,19.37,8.34,2020
42,Panama,54.16,24.76,40.09,53.03,47.27,34.23,2020
43,Costa Rica,53.98,15.55,35.6,49.6,43.51,42.61,2020
44,Spain,53.77,21.77,38.46,42.38,52.07,72.03,2020
45,Trinidad And Tobago,53.7,17.26,36.27,49.43,49.83,45.7,2020
46,Jordan,53.67,11.54,33.52,43.32,47.12,34.88,2020
47,Slovenia,53.43,17.09,36.05,43.76,45.43,66.31,2020
48,Mauritius,53.04,11.99,33.41,48.94,43.96,30.88,2020
49,Uruguay,51.04,14.43,33.53,40.12,47.41,37.46,2020
50,Estonia,50.93,15.41,33.94,36.57,52.94,71.3,2020
51,Kuwait,50.37,31.21,41.21,34.68,47.08,85.59,2020
52,Thailand,49.77,17.1,34.14,49.2,24.9,35.45,2020
53,Croatia,49.7,13.5,32.38,39.9,42.44,50.42,2020
54,Portugal,49.52,21.81,36.27,38.14,42.48,49.43,2020
55,Oman,49.28,17.98,34.31,43.5,44.26,80.97,2020
56,Belize,49.23,9.74,30.34,41.89,37.05,57.53,2020
57,Saudi Arabia,48.34,11.39,30.67,37.89,33.51,100,2020
58,Latvia,47.94,12.34,30.91,34.85,42.88,52.48,2020
59,Cambodia,47.49,14.9,31.9,44.56,25.19,11.29,2020
60,Fiji,47.48,18.55,33.64,52.67,35.87,33.17,2020
61,Czech Republic,46.15,19.56,33.43,38.13,34.1,62.82,2020
62,El Salvador,45.57,13.48,30.22,43.67,34.8,24.71,2020
63,Brunei,44.71,23.08,34.36,37.11,38.06,86.95,2020
64,Nicaragua,44.56,7.61,26.88,41.71,31.41,23.92,2020
65,Slovakia,44.46,16.11,30.9,37.51,33.82,56.94,2020
66,Lithuania,44.28,13.65,29.63,33.63,42.7,57.85,2020
67,Dominican Republic,44.06,10.62,28.06,35.93,38.27,23.95,2020
68,Chile,43.62,13.39,29.16,36.45,41.57,42.5,2020
69,Cuba,43.46,4.84,24.99,37.4,30.95,2.18,2020
70,Suriname,43.14,7.79,26.23,45.78,34.98,22.39,2020
71,Namibia,43.1,16.12,30.19,36.8,39.22,55.65,2020
72,South Africa,42.87,16.61,30.31,33.29,40.58,73.61,2020
73,Guatemala,42.7,15.29,29.59,37.41,33,39.83,2020
74,Honduras,42.17,10.6,27.07,33.33,30.55,30.26,2020
75,Myanmar,42.11,23.78,33.35,44.68,19.04,10.22,2020
76,Ecuador,40.98,11.96,27.1,35.46,30.66,36.08,2020
77,Hungary,40.85,13.97,27.99,30.77,34.46,47.55,2020
78,Brazil,40.22,10.65,26.08,29.2,30.78,32.81,2020
79,Kenya,40.21,10.73,26.11,35.35,35.06,27.32,2020
80,China,40.04,16.38,28.72,40.37,29.16,60.88,2020
81,Poland,40.04,15.67,28.38,30.55,33.45,59.61,2020
82,Russia,39.21,11.36,25.89,31.08,39.61,38.94,2020
83,Botswana,39.13,11.12,25.73,31.74,39.98,58.1,2020
84,Malaysia,39.12,11,25.67,37.58,22.94,64.49,2020
85,Iraq,39.04,11.28,25.76,31.85,32.72,42.43,2020
86,Iran,39.01,14.48,27.28,35.54,25.12,22.69,2020
87,Somalia,38.68,4.75,22.45,45.88,27.04,33.24,2020
88,Peru,38.65,12.78,26.28,33.8,24.69,33.95,2020
89,Vietnam,38.34,13.57,26.5,37.06,19.59,28.14,2020
90,Montenegro,38.23,10.38,24.91,28.63,33.16,39.8,2020
91,Ghana,37.65,19.41,28.93,37.17,26.59,14.66,2020
92,Philippines,37.63,9,23.94,33.46,20.84,23.48,2020
93,Indonesia,37.27,10.62,24.52,37.36,18.25,25.05,2020
94,Bulgaria,36.7,9.64,23.75,30.09,29.14,49.37,2020
95,Albania,36.39,8.55,23.07,28.39,26.75,29.56,2020
96,Bosnia And Herzegovina,35.97,6.72,21.97,28.08,25.1,41.83,2020
97,Mexico,35.72,11.46,24.11,32.39,32.12,41.81,2020
98,Serbia,35.72,9.08,22.98,25.46,28.63,36.72,2020
99,Romania,35.31,10.05,23.22,29.03,30.5,48.86,2020
100,Tanzania,35.25,14.04,25.11,29.66,22.57,17.58,2020
101,Belarus,34.7,10.5,23.13,28.06,38.94,37,2020
102,Turkey,34.69,6.78,21.34,29.76,24.16,40.85,2020
103,Bolivia,34.56,10.93,23.26,28.09,25.11,39.34,2020
104,Morocco,34.32,8.94,22.18,30.11,24.5,35.25,2020
105,Moldova,33.7,8.4,21.6,25.96,27.79,27.57,2020
106,Rwanda,33.35,11.88,23.08,26.83,29.17,19.32,2020
107,Ukraine,33.18,10.46,22.31,26.01,26.42,31.8,2020
108,Argentina,32.95,8.33,21.17,25.82,30.52,47.22,2020
109,Armenia,32.84,10.91,22.35,25.61,30.43,28,2020
110,Bangladesh,32.25,5.01,19.22,29.72,19.21,33.21,2020
111,Zambia,31.72,7.39,20.08,26.86,22.07,54.14,2020
112,Sri Lanka,31.61,7.74,20.2,35.09,18.76,24.45,2020
113,North Macedonia,31.59,6.49,19.58,24.94,23.31,37.15,2020
114,Paraguay,31.1,9.66,20.85,25.03,25.01,32.6,2020
115,Nigeria,31,23.59,27.45,31.15,17.71,13.52,2020
116,Colombia,30.66,9.58,20.58,25.05,22.44,31.12,2020
117,Kazakhstan,30.64,9.78,20.66,24.31,29.87,38.36,2020
118,Uganda,30.18,10.15,20.6,25.25,22.14,20.5,2020
119,Algeria,30.1,5.34,18.26,30.71,15.89,28.69,2020
120,Azerbaijan,29.92,9.48,20.15,23.74,30.36,30.2,2020
121,Egypt,29.54,5.49,18.04,25.5,23.53,22.41,2020
122,Nepal,29.05,4.77,17.44,24.91,20.36,21.9,2020
123,Georgia,28.48,9.8,19.54,23.05,26.66,24.88,2020
124,Kosovo (Disputed Territory),28.47,8.47,18.91,26.53,21.04,48.9,2020
125,Venezuela,27.17,6.81,17.43,28.29,24.41,2.61,2020
126,Tunisia,27.04,5.51,16.74,25.25,14.95,34.45,2020
127,Kyrgyzstan,26.97,9.18,18.46,23.39,21.45,24.98,2020
128,Uzbekistan,26.01,7.54,17.18,21.59,20.17,24.31,2020
129,Syria,25.31,5.68,15.92,22.42,21.38,11.46,2020
130,India,24.58,5.68,15.54,24.55,17.17,54.3,2020
131,Afghanistan,24.24,4.03,14.58,17.7,17.38,28.2,2020
132,Pakistan,21.98,4.59,13.66,19.08,16.78,30.57,2020
1,Switzerland,121.16,50.25,87.11,120.81,123.09,129.7,2019
2,Iceland,101.86,48.28,76.13,92.1,111.85,91.8,2019
3,Norway,100.99,37.28,70.4,92.67,111.53,103.61,2019
4,Bahamas,92.4,33.49,64.11,76.97,99.92,57.01,2019
5,Luxembourg,86.09,55.64,71.47,75.1,96.08,106.26,2019
6,Japan,83.33,27.97,56.75,83.58,48.75,103.12,2019
7,Denmark,81.38,32.91,58.11,63.62,95.14,114.39,2019
8,Hong Kong,78.14,76.83,77.51,80.3,56.08,69.34,2019
9,South Korea,76.93,22.23,50.66,89.7,44.84,103.4,2019
10,Ireland,75.35,41.8,59.24,59.1,82.65,95.09,2019
11,France,74.85,26.25,51.51,68.31,75.37,91.55,2019
12,Netherlands,74.83,34.74,55.58,58.8,83.49,102.54,2019
13,Israel,74.28,29.42,52.74,61.92,80.83,92.48,2019
14,Belgium,72.97,25.81,50.32,60.86,83.4,95.09,2019
15,Finland,72.82,26.14,50.4,60.02,77.91,112.3,2019
16,New Zealand,72.62,31.64,52.94,65.71,68.78,101.09,2019
17,Australia,72.08,35.5,54.52,66.9,70.69,122.85,2019
18,Austria,71.79,27.63,50.58,65.63,70.08,96.7,2019
19,Sweden,71.55,26.05,49.7,63.45,75.04,111.38,2019
20,United States,69.91,38.98,55.06,67.44,69.33,122.03,2019
21,Singapore,69.79,53.1,61.77,57.48,46.75,103.77,2019
22,Italy,69.25,21.68,46.4,58.34,75.72,77.49,2019
23,Germany,67.62,26.85,48.04,54.27,63.56,116.2,2019
24,United Kingdom,65.28,28.6,47.66,51.85,72.37,105.73,2019
25,Canada,65.01,28.32,47.39,62.37,61.81,109.44,2019
26,Puerto Rico,63.84,17.96,41.81,61.66,54.82,98.39,2019
27,Malta,63.32,28.68,46.69,51.23,67.28,59.67,2019
28,Taiwan,59.84,23.37,42.33,69.61,26.88,56.36,2019
29,Qatar,59.09,46.56,53.07,47.72,61.95,138.29,2019
30,Jamaica,58.8,14.74,37.64,58.84,42.26,34.69,2019
31,Lebanon,58.06,26.92,43.11,43.28,56.79,53.97,2019
32,Uruguay,57.31,16.21,37.57,45.11,56.28,47.77,2019
33,Bahrain,56.71,29.56,43.67,51.16,52.21,74.61,2019
34,Greece,56.66,10.8,34.64,43.69,54.76,49.57,2019
35,United Arab Emirates,56.16,40.98,48.87,43.16,53.88,119.6,2019
36,Cyprus,55.57,20.23,38.6,44.32,59.76,75.29,2019
37,Jordan,54.98,11.87,34.28,44.43,52.28,41.73,2019
38,Spain,54.7,20.73,38.39,44.02,54.13,83.8,2019
39,Slovenia,52.51,15.36,34.67,43.27,43.83,75.38,2019
40,Mauritius,52.44,11.53,32.8,47.89,39.14,39.77,2019
41,Myanmar,52.38,24.72,39.09,54.76,20.24,13.98,2019
42,Trinidad And Tobago,52.07,17.13,35.29,50,46,56.97,2019
43,Zimbabwe,51.57,11.67,32.41,45.74,36.81,27.65,2019
44,Kuwait,51.48,32.94,42.58,39.88,47.35,102.01,2019
45,Panama,51.45,24.63,38.57,48.21,47.06,41.34,2019
46,Ghana,51.13,31.57,41.74,44.76,31.74,18.7,2019
47,Estonia,51.01,15.38,33.9,37.06,51.24,75.97,2019
48,Fiji,50.93,22.7,37.38,57.63,36.46,35.44,2019
49,Costa Rica,50.89,15.48,33.89,47.91,42.58,47.13,2019
50,Portugal,50.39,21.07,36.31,40.2,43.13,55.19,2019
51,Palestine,50.2,9,30.41,43.9,37.33,57.17,2019
52,Belize,49.45,8.81,29.93,42.86,36.66,70.85,2019
53,Latvia,49.23,12.02,31.36,36.65,45.47,55.16,2019
54,Croatia,49.18,11.6,31.13,40.33,40.36,60.33,2019
55,Chile,47.73,15.22,32.12,40.55,45.15,54.13,2019
56,Saudi Arabia,47.61,11.4,30.22,39.06,30.93,118.59,2019
57,Thailand,47.54,17.71,33.21,50,24.63,40.86,2019
58,Cambodia,46.8,14.44,31.26,44.15,24.44,12.46,2019
59,Oman,46.2,19.89,33.57,40.02,44.41,88.47,2019
60,El Salvador,46.11,14.19,30.78,45.57,35.55,30.09,2019
61,Lithuania,45.91,12.9,30.06,35.36,43.95,60.34,2019
62,Nicaragua,45.83,9.54,28.4,46.36,31.14,24.52,2019
63,Czech Republic,45.12,18.27,32.23,38.08,33.25,71.32,2019
64,Slovakia,44.98,16.13,31.13,38.5,33.64,63.24,2019
65,Dominican Republic,44.92,10.21,28.25,35.68,42.43,26.02,2019
66,Namibia,43.22,17.46,30.85,39.92,38.59,63.6,2019
67,Brazil,42.8,11.46,27.75,31.3,34.85,37.43,2019
68,South Africa,42.49,16.5,30.01,33.88,40.79,82.97,2019
69,Honduras,42.1,10.76,27.05,33.57,31.52,35.22,2019
70,Hungary,42.03,13.64,28.4,32.36,33.43,54.66,2019
71,Ecuador,41.98,11.61,27.4,37.87,29.43,40.84,2019
72,Guatemala,41.74,13.93,28.39,38.02,32.28,41.79,2019
73,Cuba,40.5,8.11,24.95,34.3,28.29,2.47,2019
74,Iraq,39.62,11.46,26.1,34.1,31.85,47.61,2019
75,Montenegro,39.61,9.95,25.37,30.75,34.25,46.28,2019
76,Malaysia,39.38,10.92,25.71,39.7,22.75,73.14,2019
77,China,39.24,17.36,28.73,39.93,28.18,68.95,2019
78,Poland,39.13,14.92,27.5,30.66,32.72,70,2019
79,Kenya,38.21,10.05,24.69,33.23,31.22,32.46,2019
80,Vietnam,37.7,13.1,25.88,37.87,18.89,33.33,2019
81,Bulgaria,37.17,9.15,23.72,31.15,29.86,52.18,2019
82,Peru,37.17,11.96,25.06,32.69,23.68,37.47,2019
83,Romania,36.45,10,23.75,29.88,32.26,61.16,2019
84,Indonesia,36.24,8.43,22.88,38.14,18.02,32.95,2019
85,Albania,36.17,8.21,22.74,28.59,29.34,33.81,2019
86,Iran,35.8,16.92,26.73,32.63,26.88,37.74,2019
87,Bosnia And Herzegovina,35.72,6.32,21.6,28.81,23.78,49.18,2019
88,Russia,35.52,12.68,24.55,29.18,37,45.38,2019
89,Serbia,35.39,8.08,22.27,26.3,27.84,39.9,2019
90,Turkey,35.21,7.23,21.78,30.45,23.65,45.33,2019
91,Philippines,35.09,8.09,22.12,32.61,19.67,29.46,2019
92,Tanzania,34.74,16.03,25.76,28.59,25.15,22.71,2019
93,Bolivia,34.37,10.88,23.09,26.9,27.96,44.05,2019
94,Morocco,33.98,9.48,22.21,29.85,23.85,41.4,2019
95,Belarus,33.12,9.96,22,27.77,35.98,44.64,2019
96,Argentina,33.09,9.48,21.75,26.25,32.5,55,2019
97,Mexico,32.71,10.06,21.83,30.3,30.23,49.98,2019
98,Armenia,32.51,9.9,21.65,25.77,32.53,33.06,2019
99,Paraguay,32.27,9.38,21.28,26.03,25.75,35.57,2019
100,Moldova,32.26,7.97,20.6,24.97,27.71,30.75,2019
101,Bangladesh,31.83,5.44,19.16,29.52,18.97,39.82,2019
102,North Macedonia,31.58,6.47,19.52,24.85,23.67,39.83,2019
103,Nigeria,31.25,28.97,30.15,31.76,19.2,15.13,2019
104,Algeria,30.56,5.51,18.53,32,16.38,32.93,2019
105,Uganda,30.25,8.51,19.81,26.09,21.9,22.72,2019
106,Sri Lanka,30.24,7.57,19.36,33.57,17.36,27.34,2019
107,Colombia,30.15,9.17,20.07,24.33,22.46,34.66,2019
108,Kazakhstan,29.83,9.78,20.2,23.75,29.83,38.83,2019
109,Nepal,29.63,4.6,17.61,25.4,19.74,26.28,2019
110,Azerbaijan,29.12,8.72,19.32,24.08,30.67,32.01,2019
111,Georgia,28.78,8.53,19.05,23.39,27.09,33.19,2019
112,Ukraine,27.94,9.53,19.1,22.47,22.14,32.72,2019
113,Uzbekistan,27.11,8.27,18.06,23.9,21.14,25.09,2019
114,Egypt,26.46,5.01,16.16,23.19,22.26,23.67,2019
115,Kosovo (Disputed Territory),26.18,8.05,17.48,23.21,19.57,61.82,2019
116,Venezuela,25.73,5.89,16.2,27.58,21.98,3.71,2019
117,India,24.17,5.84,15.37,24.2,17.15,66.91,2019
118,Tunisia,23.69,4.96,14.69,22.27,13.33,37.99,2019
119,Pakistan,20.4,4.5,12.76,18.25,15.42,38.61,2019
1,Bermuda,144.88,100.71,123.57,143.42,151.59,104.24,2018
2,Switzerland,131.39,53.84,93.99,133.34,131.86,126.15,2018
3,Iceland,123.96,54.63,90.52,118.95,132.59,87.84,2018
4,Norway,113.7,40.85,78.57,106.52,125.04,107.95,2018
5,Bahamas,100.68,35.31,69.16,88.38,102.08,71.4,2018
6,Luxembourg,96.56,59.87,78.87,84.98,107.94,116.73,2018
7,Denmark,93.3,36.62,65.96,72.46,113.39,117.53,2018
8,Singapore,91.4,71.89,81.99,83.64,64.4,95.89,2018
9,Japan,86.58,25.6,57.17,91.58,49.16,107.35,2018
10,Israel,86.53,35.57,61.95,72.44,94.89,102.3,2018
11,Ireland,85.45,47.16,66.98,69.51,93.16,96.1,2018
12,Australia,84.3,41.85,63.83,80.66,81.57,122.98,2018
13,France,83.86,28.62,57.22,78.06,81.87,101.21,2018
14,Sweden,83.7,28.01,56.84,76.1,86.67,113.01,2018
15,New Zealand,83.41,33.79,59.48,76.98,79.05,98.61,2018
